source,segment,feature,column_name,hypothesis_tested,outliers_removed,mc_iterations,significant_ttest (mean_p<0.05),roc_positive_class_for_metrics,n_ACM_initial,n_healthy_initial,p_value_mean,p_value_ui_lower,p_value_ui_upper,t_stat_mean,t_stat_ui_lower,t_stat_ui_upper,threshold_mean,threshold_ui_lower,threshold_ui_upper,sensitivity_mean,sensitivity_ui_lower,sensitivity_ui_upper,specificity_mean,specificity_ui_lower,specificity_ui_upper,f1_score_mean,f1_score_ui_lower,f1_score_ui_upper,auc_mean,auc_ui_lower,auc_ui_upper,projection,sensor_or_region,q_value_fdr,significant_fdr_q<0.05,robust_after_fdr_and_mc_ui
F0_yz,QRS,Compact,qrs_Compact,not_equal,False,5000,False,Healthy,8,9,0.33097129256736996,0.151236630592878,0.5753822053627852,1.038289783865507,0.5727538517543042,1.5290933818361856,0.1763316425879146,0.13244321569324005,0.4309578551342981,0.8284222222222223,0.3333333333333333,0.8888888888888888,0.566225,0.5,1.0,0.7432294734380499,0.5,0.8,0.6367638888888889,0.5694444444444444,0.7222222222222222,yz,F0,0.6206086475153967,False,False
F0_yz,QRS,Angle,qrs_Angle,not_equal,False,5000,False,ACM,8,9,0.7382621673944619,0.38270825994878793,0.9884442431824512,-0.22741347034551218,-0.8953564614334324,0.5196298315325857,-13.978585482765041,-168.98643255243312,214.47792119340212,0.645025,0.25,1.0,0.6333722222222222,0.25,1.0,0.602622190552362,0.4,0.75,0.5486777777777778,0.4722222222222222,0.6527777777777777,yz,F0,0.7651942654545838,False,False
F0_yz,ST,Area_Net,st_Area_Net,not_equal,False,5000,False,Healthy,8,9,0.4951439178713901,0.1255102976392791,0.9639270784569611,0.3920794024859433,-1.1224370065179523,1.6533775847296255,12.655341069493163,-5.1990563777016305,88.30023266243586,0.7406166666666666,0.125,1.0,0.6558861111111112,0.2222222222222222,1.0,0.6873126158539566,0.2222222222222222,0.8888888888888888,0.6017277777777778,0.33333333333333337,0.8194444444444445,yz,F0,0.6406449853308659,False,False
F0_yz,ST,Area_Hull,st_Area_Hull,not_equal,False,5000,False,Healthy,8,9,0.4587732564868669,0.09799374393311812,0.9605723747384236,0.6669738230552565,-0.9104236634985019,1.793945174326433,19.56783826673452,-3.612008903411454,107.5063878617048,0.7252194444444444,0.125,1.0,0.7056833333333334,0.2222222222222222,1.0,0.7044272940753328,0.2222222222222222,0.8888888888888888,0.6388083333333334,0.3472222222222222,0.8472222222222222,yz,F0,0.5448867496378113,False,False
F0_yz,ST,Solidity,st_Solidity,not_equal,False,5000,False,Healthy,8,9,0.5920863314264029,0.09398491206109805,0.9837320028580904,0.1373179755361396,-1.344266458878889,1.6630302378324129,0.5610946980573305,0.1986306915480849,0.9594700213854421,0.6598916666666667,0.2222222222222222,1.0,0.6720777777777778,0.25,1.0,0.6429098623835147,0.36363636363636365,0.8,0.5846,0.4722222222222222,0.75,yz,F0,0.5920863314264029,False,False
F0_yz,ST,Distance,st_Distance,not_equal,False,5000,False,Healthy,8,9,0.27382771711841725,0.00258478074794009,0.9267848327573277,1.5074183950385196,-0.423780724547879,3.7375654323852667,3.133455716320891,-0.5673941833364597,6.6534646334063865,0.6834111111111111,0.3333333333333333,1.0,0.8405527777777777,0.3333333333333333,1.0,0.7350970725205905,0.5,0.9411764705882353,0.7054722222222223,0.45833333333333337,0.9305555555555556,yz,F0,0.5062857045012399,False,False
F0_yz,ST,Compact,st_Compact,not_equal,False,5000,False,Healthy,8,9,0.5476687847808932,0.04039153497932287,0.9806808394261142,0.5515314597802883,-0.7792614505820946,2.2823324980410185,0.20336857941101846,0.03479060707163205,0.5374844111446692,0.673425,0.125,1.0,0.7060305555555556,0.2222222222222222,1.0,0.6691272780257538,0.2222222222222222,0.8571428571428571,0.6198888888888888,0.4305555555555556,0.8194444444444444,yz,F0,0.6117304414176443,False,False
F0_yz,ST,Angle,st_Angle,not_equal,False,5000,False,Healthy,8,9,0.5910268295699705,0.2436436964023639,0.9770246499687812,0.5180809340634931,-0.40069691499298077,1.215032280749899,19.891879487536645,-19.570937406907888,43.3321839431071,0.5789972222222223,0.3333333333333333,1.0,0.7855333333333334,0.2222222222222222,0.875,0.6373348041610801,0.46153846153846156,0.75,0.5956027777777777,0.45833333333333337,0.6805555555555556,yz,F0,0.6194870342450687,False,False
OR_xy,T,Area_Net,t_Area_Net,not_equal,False,5000,True,Healthy,9,11,0.03337178917806459,0.019968160367209782,0.05396639455396688,2.4838890345902644,2.1828197676011865,2.764319370846555,5.356926394813271,2.0704110196862096,10.269009787281131,0.8841636363636364,0.7272727272727273,1.0,0.9851333333333334,0.8888888888888888,1.0,0.9310388551087865,0.8421052631578947,1.0,0.9561272727272728,0.8686868686868686,1.0,xy,OR,0.04797711149179909,True,False
OR_xy,T,Area_Hull,t_Area_Hull,not_equal,False,5000,True,Healthy,9,11,0.026865708051832558,0.012422894106247556,0.04805390378707816,2.623687774795482,2.2495002102416906,3.0398245043916496,15.85104277676643,9.326316647916691,26.883536980964426,0.8843636363636364,0.8181818181818182,0.9090909090909091,0.9956444444444446,0.8888888888888888,1.0,0.936329820004557,0.9,0.9523809523809523,0.9341616161616163,0.8484848484848484,0.9696969696969697,xy,OR,0.03582094406911008,True,True
OR_xy,T,Solidity,t_Solidity,not_equal,False,5000,False,Healthy,9,11,0.25371322308833594,0.07663580956057128,0.5682508084919716,1.251801956809326,0.581307695012374,1.9214773463375787,0.6309399246184386,0.29583179989053265,0.8254811540609974,0.8015454545454546,0.6363636363636364,1.0,0.6233555555555556,0.4444444444444444,0.7777777777777778,0.7582772178534773,0.6666666666666666,0.8333333333333334,0.6347858585858586,0.5555555555555556,0.7171717171717171,xy,OR,0.6738426356302217,False,False
OR_xy,T,Distance,t_Distance,not_equal,False,5000,True,Healthy,9,11,0.012314426971937456,0.00347019672689479,0.030596521313096696,3.0663659416439235,2.4780199623677004,3.679215716667933,11.117644358636625,8.21847189121148,13.23984128646821,0.7470545454545456,0.6363636363636364,0.8181818181818182,0.996022222222222,0.8888888888888888,1.0,0.852131132094749,0.7777777777777778,0.9,0.8467535353535354,0.7575757575757576,0.9191919191919192,xy,OR,0.03283847192516655,True,True
OR_xy,T,Compact,t_Compact,not_equal,False,5000,False,Healthy,9,11,0.23624859141381443,0.1177192354973473,0.4095849151746267,1.256435451745741,0.85145650936727,1.6525581775159917,0.1680515231620047,0.06527032128981936,0.27397232548847944,0.7362363636363637,0.6363636363636364,1.0,0.8380222222222222,0.5555555555555556,0.8888888888888888,0.7844472565402222,0.7368421052631579,0.8695652173913043,0.7633858585858586,0.6868686868686869,0.8282828282828283,xy,OR,0.3149981218850859,False,False
OR_xy,T,Angle,t_Angle,not_equal,False,5000,False,Healthy,9,11,0.5114707749707255,0.014191333858128055,0.98056989585263,0.6763038417063122,-0.6346520143774926,2.7526605806744584,6.508407470550512,-101.0225296355085,320.04889046478763,0.47299797979797975,0.1111111111111111,0.8181818181818182,0.9026747474747475,0.6666666666666666,1.0,0.5497486847895976,0.2,0.8421052631578947,0.5751353535353535,0.26262626262626265,0.8383838383838383,xy,OR,0.8183532399531608,False,False
OR_xy,QRS,Area_Net,qrs_Area_Net,not_equal,False,5000,True,Healthy,9,11,0.03628112936276124,0.021317722283501508,0.05851751312545408,2.4304139955897806,2.1323859971879564,2.719155886354544,113.77777324564285,76.7432803111476,172.46996045995982,0.6059818181818182,0.5454545454545454,0.6363636363636364,0.9976,1.0,1.0,0.7525876008262837,0.7058823529411765,0.7777777777777778,0.7862727272727272,0.7373737373737373,0.8285353535353499,xy,OR,0.0888665312406899,False,False
OR_xy,QRS,Area_Hull,qrs_Area_Hull,not_equal,False,5000,True,Healthy,9,11,0.03417597087251744,0.01897835633123021,0.057351559299424086,2.4693297539147925,2.144562901407872,2.7836030133547474,130.96619636850852,81.56926813075565,237.7809979956504,0.6080181818181818,0.5454545454545454,0.6363636363636364,0.9993555555555557,1.0,1.0,0.7550424498858554,0.7058823529411765,0.7777777777777778,0.7742565656565656,0.7272727272727273,0.8181818181818182,xy,OR,0.0716099810079845,False,False
OR_xy,QRS,Solidity,qrs_Solidity,not_equal,False,5000,False,Healthy,9,11,0.30338542856774775,0.03158578092126772,0.8933182457641162,1.234285401777416,0.006920052502199279,2.489953722186326,0.9074519892973123,0.7721733788207261,0.9842416054751265,0.757240404040404,0.36363636363636365,1.0,0.6558545454545454,0.3333333333333333,1.0,0.7338063631421241,0.5333333333333333,0.8461538461538461,0.6628767676767676,0.48484848484848486,0.8184343434343399,xy,OR,0.6876070114350372,False,False
OR_xy,QRS,Distance,qrs_Distance,not_equal,False,5000,True,Healthy,9,11,0.010594218152679078,0.0042605211532686154,0.023480517692514236,3.0849683637850402,2.5812601969916016,3.567345192530983,30.895613744901553,15.29579610965397,47.32549963243384,0.6531636363636364,0.5454545454545454,0.9090909090909091,0.9482444444444446,0.7777777777777778,1.0,0.7671860422427067,0.7058823529411765,0.8421052631578947,0.7854888888888889,0.7171717171717171,0.8383838383838385,xy,OR,0.02187733586306939,True,True
OR_xy,QRS,Compact,qrs_Compact,not_equal,False,5000,False,Healthy,9,11,0.4324568588487104,0.16100440880024167,0.8286849951399741,0.842181014200575,0.21953876794429084,1.4634845308301754,0.22022634559851334,0.10338017523018417,0.5052704900242031,0.7329676767676768,0.2727272727272727,0.9090909090909091,0.6011232323232323,0.3333333333333333,1.0,0.7020240906531044,0.42857142857142855,0.782608695652174,0.6112545454545455,0.5353535353535354,0.6868686868686869,xy,OR,0.7901692859342673,False,False
OR_xy,QRS,Angle,qrs_Angle,not_equal,False,5000,False,Healthy,9,11,0.5144707319922922,0.0764091556792548,0.9728089496646013,0.5363955431714227,-0.9373258054875688,1.9015643978739514,-80.08319538678282,-124.72557394796853,63.3484500565272,0.5987131313131313,0.1111111111111111,1.0,0.8243171717171718,0.36363636363636365,1.0,0.6543373749077422,0.2,0.8571428571428571,0.628161616161616,0.3333333333333333,0.8282828282828283,xy,OR,0.663453380186112,False,False
OR_xy,ST,Area_Net,st_Area_Net,not_equal,False,5000,False,Healthy,9,11,0.31793045037460005,0.027423635461165767,0.9484018020232721,1.1450540675760263,-0.7031852079112569,2.542578974398208,15.359125328924868,-3.8147495225108417,54.640391546265676,0.5947373737373737,0.2727272727272727,1.0,0.8134545454545455,0.18181818181818182,1.0,0.6532467894519394,0.42857142857142855,0.8333333333333334,0.6346767676767676,0.40404040404040403,0.8282828282828283,xy,OR,0.4726991435812629,False,False
OR_xy,ST,Area_Hull,st_Area_Hull,not_equal,False,5000,False,Healthy,9,11,0.2999372275241896,0.028086821742589058,0.9341566872266329,1.2258401317874261,-0.5416937822562056,2.4857850917567617,23.742217438808932,-0.7292762669502696,67.25440508539917,0.6018202020202019,0.2727272727272727,1.0,0.8112424242424243,0.2727272727272727,1.0,0.6667826243478233,0.42857142857142855,0.8148989898989887,0.6355252525252525,0.4444444444444444,0.797979797979798,xy,OR,0.46312040153139983,False,False
OR_xy,ST,Solidity,st_Solidity,not_equal,False,5000,False,Healthy,9,11,0.4947404354410859,0.03343652741041075,0.9720140018621992,0.6473442060528276,-0.9004968171584199,2.3110534090378536,0.4985562041202952,0.13733061709794211,0.9707253232477703,0.6683434343434344,0.2222222222222222,1.0,0.6683292929292929,0.2222222222222222,1.0,0.6569766374385321,0.36363636363636365,0.8333333333333334,0.5993292929292929,0.4747474747474747,0.7777777777777778,xy,OR,0.62371363316425,False,False
OR_xy,ST,Distance,st_Distance,not_equal,False,5000,False,Healthy,9,11,0.2761552677230381,0.006575337039131983,0.9190324157620634,1.4152512374405255,-0.4008649253572476,3.214461639897992,2.8711263038846693,-0.41639824122354596,7.738520013146467,0.6408242424242424,0.2727272727272727,1.0,0.8084282828282828,0.2727272727272727,1.0,0.6928876814037698,0.42857142857142855,0.8695652173913043,0.6728060606060606,0.46464646464646464,0.8689393939393903,xy,OR,0.41985454964457736,False,False
OR_xy,ST,Compact,st_Compact,not_equal,False,5000,False,Healthy,9,11,0.38277444723363163,0.020986073168635114,0.9502633060968074,1.0333440925721036,-0.3649086604749933,2.586756338203006,0.1767463164932067,0.03189749773518843,0.426654746469008,0.6153070707070707,0.18181818181818182,1.0,0.7448363636363636,0.33181818181818834,1.0,0.6462077844697225,0.3076923076923077,0.8333333333333334,0.6180646464646464,0.46464646464646464,0.8080808080808081,xy,OR,0.614084941379688,False,False
OR_xy,ST,Angle,st_Angle,not_equal,False,5000,False,Healthy,9,11,0.494542914867519,0.02933959376327156,0.9789270122699253,0.7982972856115064,-0.37940897882096175,2.398421085112938,82.89969975110567,44.21557211961146,124.45794985605845,0.6428323232323232,0.1111111111111111,1.0,0.7752808080808081,0.18181818181818182,1.0,0.6855354472140683,0.2,0.8181818181818182,0.6322545454545455,0.3636363636363636,0.787878787878788,xy,OR,0.659390553156692,False,False
F1_yz,T,Area_Net,t_Area_Net,not_equal,False,5000,False,Healthy,9,12,0.16798148038668728,0.05342278572910245,0.3966611238024427,1.5112491175226526,0.8686651676328307,2.1212490493636964,56.52373303278359,22.070028692214265,97.77496515719984,0.4817166666666667,0.3333333333333333,0.8333333333333334,0.8651111111111112,0.5555555555555556,1.0,0.5974407695174858,0.5,0.7692307692307693,0.6542222222222223,0.6111111111111112,0.7037037037037037,yz,F1,0.16798148038668728,False,False
