source,segment,feature,column_name,hypothesis_tested,outliers_removed,mc_iterations,significant_ttest (mean_p<0.05),roc_positive_class_for_metrics,n_ACM_initial,n_healthy_initial,p_value_mean,p_value_ui_lower,p_value_ui_upper,t_stat_mean,t_stat_ui_lower,t_stat_ui_upper,threshold_mean,threshold_ui_lower,threshold_ui_upper,sensitivity_mean,sensitivity_ui_lower,sensitivity_ui_upper,specificity_mean,specificity_ui_lower,specificity_ui_upper,f1_score_mean,f1_score_ui_lower,f1_score_ui_upper,auc_mean,auc_ui_lower,auc_ui_upper
aggregated_TopRight_yz,T,Area,t_Area,not_equal,True,5000,True,Healthy,19,24,0.0001405614588209897,5.075813113433388e-05,0.00031548593110032673,4.572110391967182,4.206958648369235,4.939526101832517,25.681774081144972,12.028424917281425,32.360161674387285,0.6781351119894597,0.6086956521739131,0.8333333333333334,0.9880417191262469,0.8823529411764706,1.0,0.8029365828141061,0.7567567567567568,0.8636363636363636,0.8581955547251636,0.816933638443936,0.9028132992327366
aggregated_TopRight_yz,T,T-Dist,t_T-Dist,not_equal,True,5000,True,Healthy,19,24,0.002220658211853841,5.784940297856435e-05,0.011992672908018717,3.6509696495904747,2.6743699093749442,4.696556162046479,11.025798346850245,7.9873554280118455,13.963410290138176,0.5684014492753623,0.4583333333333333,0.75,0.9582357624453288,0.8235294117647058,1.0,0.7072136193462022,0.6285714285714286,0.8095238095238095,0.7404169904729945,0.6597120098039216,0.8212686191626407
aggregated_TopRight_yz,T,Compact,t_Compact,not_equal,False,5000,False,Healthy,19,24,0.060361781693915144,0.007047783215756366,0.1892880609614403,2.061550154207158,1.3354845167532745,2.8429739745004445,0.47291003761761174,0.290703302190096,0.6911111838579272,0.6260666666666667,0.4166666666666667,0.8333333333333334,0.7411894736842105,0.47368421052631576,0.8947368421052632,0.6794478616414436,0.5555555555555556,0.7659574468085106,0.671696052631579,0.6118421052631579,0.7302631578947368
aggregated_TopRight_yz,T,Angle,t_Angle,not_equal,False,5000,False,ACM,19,24,0.645666399356106,0.23624442764577858,0.9848412725020165,-0.25029806134057636,-1.1714319519062368,0.8979682264027218,-64.47588833213752,-158.70563967547565,155.00865403377475,0.4830144736842105,0.125,1.0,0.6998271929824561,0.16666666666666666,1.0,0.5044449497774787,0.21428571428571427,0.6909090909090909,0.538901754385965,0.456140350877193,0.6140350877192983
aggregated_TopRight_yz,QRS,Area,qrs_Area,not_equal,True,5000,False,Healthy,19,24,0.12685013076587687,0.010626069123900723,0.6297461729148813,1.7980454922245432,0.4303689713871657,2.751503880879773,71.46248526737678,14.698929141631998,253.50414537516292,0.619160832317949,0.22727272727272727,0.9090909090909091,0.6842255763182465,0.3888888888888889,1.0,0.631033402761976,0.37037037037037035,0.7777777777777778,0.624107563108506,0.5305555555555556,0.70844280399907
aggregated_TopRight_yz,QRS,T-Dist,qrs_T-Dist,not_equal,True,5000,True,Healthy,19,24,0.009049516538431472,2.3192740668611818e-05,0.07224649136132001,3.4135362220587813,1.8467867527117006,4.908790954204873,15.383426039144846,9.085128682526381,28.019611000879248,0.7970960593182561,0.4583333333333333,1.0,0.6969484683522532,0.4444444444444444,1.0,0.7758866669240063,0.625,0.8636363636363636,0.7768399124335436,0.679422514619883,0.8676470588235294
aggregated_TopRight_yz,QRS,Compact,qrs_Compact,not_equal,True,5000,False,ACM,19,24,0.12029099916167983,0.002775110198810532,0.544079969635588,-1.905435655467314,-3.2682540235255,-0.6116929413377992,0.4674786928073921,0.1993999676938819,0.8507045531587264,0.6630723574280971,0.3684210526315789,0.8947368421052632,0.6884664731866674,0.4166666666666667,0.9583333333333334,0.6404954985425204,0.4827586206896552,0.7317479674796742,0.6626869756052022,0.5635964912280702,0.7607705342902711
aggregated_TopRight_yz,QRS,Angle,qrs_Angle,not_equal,False,5000,False,ACM,19,24,0.5060291592093167,0.19899525636281995,0.9096743635259742,-0.6997888908465356,-1.3074858190767493,-0.08018422900469112,-98.49982878123825,-140.577216694516,-53.94862673205454,0.6161600877192983,0.42105263157894735,0.8421052631578947,0.6443635964912281,0.375,0.7916666666666666,0.5934878561933797,0.5,0.6829268292682927,0.5803368421052632,0.506578947368421,0.6513157894736842
aggregated_TopRight_yz,ST,Area,st_Area,not_equal,True,5000,False,Healthy,19,24,0.16441749612587422,0.0006976288538976238,0.8614075737995833,1.9248657359691754,-0.25184455640363457,3.8199411326324144,16.984263013005567,0.7238922148048413,33.286710929119074,0.495623564584075,0.2608695652173913,0.9047619047619048,0.8775945614941287,0.3888888888888889,1.0,0.6103192590253544,0.4,0.7755102040816326,0.6373143046824039,0.4914772727272727,0.7855072463768116
aggregated_TopRight_yz,ST,T-Dist,st_T-Dist,not_equal,True,5000,False,Healthy,19,24,0.32748916081658286,0.0029769499850108246,0.9552555476048282,1.1371148812804563,-1.0687465681125787,3.216241933398485,3.715259810953746,-0.608528358981931,8.150734495002244,0.5092751248980973,0.21739130434782608,1.0,0.8028809933068831,0.2608695652173913,1.0,0.5780707268899506,0.3448275862068966,0.7567567567567568,0.5940090442971626,0.4756993286445014,0.7417032030203384
aggregated_TopRight_yz,ST,Compact,st_Compact,not_equal,True,5000,False,Healthy,19,24,0.4816164221927206,0.01660675810151138,0.9757393993581575,0.11012050215178304,-1.8516173800773115,2.4286534717810855,0.3978124839892121,0.05988087181885932,0.9067007604037193,0.5642956911416533,0.16666666666666666,1.0,0.6884736093378585,0.2350935828877014,1.0,0.5816393918174526,0.2857142857142857,0.7924528301886793,0.5644438475284078,0.4661831208455923,0.7009575241579886
aggregated_TopRight_yz,ST,Angle,st_Angle,not_equal,False,5000,False,Healthy,19,24,0.6770628298120129,0.18567654827379557,0.9870089653261009,0.2897204668707987,-0.5873745471577265,1.3555741235666965,39.39575937346171,-25.829311672648224,157.23677596884704,0.6394938596491228,0.15789473684210525,1.0,0.5327837719298246,0.10526315789473684,1.0,0.5846372544608992,0.2727272727272727,0.7619047619047619,0.5267070175438597,0.4649122807017544,0.5986842105263157
