source,segment,feature,column_name,hypothesis_tested,outliers_removed,mc_iterations,significant_ttest (mean_p<0.05),roc_positive_class_for_metrics,n_ACM_initial,n_healthy_initial,p_value_mean,p_value_ui_lower,p_value_ui_upper,t_stat_mean,t_stat_ui_lower,t_stat_ui_upper,threshold_mean,threshold_ui_lower,threshold_ui_upper,sensitivity_mean,sensitivity_ui_lower,sensitivity_ui_upper,specificity_mean,specificity_ui_lower,specificity_ui_upper,f1_score_mean,f1_score_ui_lower,f1_score_ui_upper,auc_mean,auc_ui_lower,auc_ui_upper
aggregated_BottomLeft_yz,T,Area_Net,t_Area_Net,not_equal,False,5000,True,Healthy,8,12,0.01853854126582321,0.004259100696113493,0.04112520765296607,2.8109143278064654,2.298555066613999,3.48274736079707,44.1419961009635,25.22950700474399,62.95395931362893,0.73575,0.6666666666666666,0.8333333333333334,0.961325,0.875,1.0,0.8343559204334948,0.7619047619047619,0.8695652173913043,0.8829791666666666,0.84375,0.90625
aggregated_BottomLeft_yz,T,Area_Hull,t_Area_Hull,not_equal,False,5000,True,Healthy,8,12,0.010280053712986924,0.002087103172763912,0.025723664024438146,3.1554661939590822,2.5633011954124036,3.8987967003768103,62.75147129535258,28.696890700213537,76.36142230555468,0.7547666666666667,0.6666666666666666,0.8333333333333334,0.99455,0.875,1.0,0.858212081309994,0.8,0.9090909090909091,0.8874854166666666,0.8645833333333333,0.9166666666666667
aggregated_BottomLeft_yz,T,Solidity,t_Solidity,not_equal,False,5000,False,Healthy,8,12,0.5790358595961961,0.2932895891203751,0.9465948025623447,0.5866615910900908,0.01002191717876542,1.1070581631739203,0.7952690243991181,0.34347415069262194,0.9973492927411627,0.64835,0.25,1.0,0.6188583333333333,0.25,1.0,0.6520249447068972,0.4,0.8,0.5688875,0.46875,0.6666666666666667
aggregated_BottomLeft_yz,T,Distance,t_Distance,not_equal,False,5000,True,Healthy,8,12,0.015300610477184517,0.0035977055608427755,0.03904869652515722,2.867642238256248,2.287029337025962,3.508009370218619,12.344095643848032,9.08508302922292,15.692442139319217,0.7135166666666666,0.5,0.9166666666666666,0.95995,0.75,1.0,0.8164474388912563,0.6666666666666666,0.9166666666666666,0.8355770833333332,0.75,0.90625
aggregated_BottomLeft_yz,T,Compact,t_Compact,not_equal,False,5000,False,Healthy,8,12,0.3268905832530859,0.1202841477329176,0.6129687374542725,1.061517281175626,0.5199942138708656,1.6577325888012948,0.1777921440527219,0.11690666998372436,0.23682775699688216,0.9781166666666666,0.9166666666666666,1.0,0.50085,0.375,0.5,0.8453116811288235,0.7857142857142857,0.8571428571428571,0.6541229166666666,0.5833333333333333,0.7291666666666667
aggregated_BottomLeft_yz,T,Angle,t_Angle,not_equal,False,5000,False,ACM,8,12,0.07500814683910348,0.02401926848688061,0.18573704440012223,-1.9765403616928732,-2.497701788124654,-1.3809522316010818,-79.52725035003337,-122.33393905405796,-7.1733839578673315,0.907425,0.75,1.0,0.6972666666666666,0.5833333333333334,0.8333333333333334,0.7686535734166074,0.7368421052631579,0.8421052631578947,0.7830854166666666,0.7083333333333333,0.8541666666666666
aggregated_BottomLeft_yz,QRS,Area_Net,qrs_Area_Net,not_equal,False,5000,False,Healthy,8,12,0.0651276339687708,0.03389697187767399,0.11057576855609193,2.0683821782257668,1.7320791749214615,2.4148705978577376,95.0887560677276,44.76840629112,153.69648345764466,0.5326,0.4166666666666667,0.75,0.98375,0.875,1.0,0.6874159427554393,0.5882352941176471,0.8,0.6618854166666667,0.5729166666666667,0.75
aggregated_BottomLeft_yz,QRS,Area_Hull,qrs_Area_Hull,not_equal,False,5000,False,Healthy,8,12,0.06760624091102066,0.037947634388489256,0.10943173957513815,2.0383992952425367,1.729585255304495,2.3498469204778885,117.9278647421242,67.2123614625728,235.314528245574,0.54,0.4166666666666667,0.75,0.961175,0.75,1.0,0.685132055717125,0.5882352941176471,0.8,0.6842020833333333,0.6041666666666666,0.7708333333333333
aggregated_BottomLeft_yz,QRS,Solidity,qrs_Solidity,not_equal,False,5000,False,ACM,8,12,0.5264564997727186,0.10635038290508211,0.9744780854361922,-0.6645480043985983,-1.7083340458832406,0.3786773526470045,0.7592625575849027,0.4357905505496703,0.9956751354750716,0.6940416666666667,0.25,1.0,0.60285,0.16666666666666666,1.0,0.5983560017033618,0.36363636363636365,0.75,0.57379375,0.46848958333333446,0.7083333333333334
aggregated_BottomLeft_yz,QRS,Distance,qrs_Distance,not_equal,False,5000,False,Healthy,8,12,0.10781610394760618,0.03913361576200639,0.23503795430469582,1.7531076660628424,1.2296064118148167,2.260934670821745,23.473305883036975,17.233507913934197,39.221180286114986,0.6950833333333334,0.4166666666666667,0.8333333333333334,0.7693,0.625,1.0,0.7461262739133707,0.5882352941176471,0.8333333333333334,0.68890625,0.6145833333333333,0.7604166666666667
aggregated_BottomLeft_yz,QRS,Compact,qrs_Compact,not_equal,False,5000,False,Healthy,8,12,0.7312300527625656,0.2965714867257534,0.9878524206314865,0.04642270958486191,-0.7822607505107941,1.0342674279913049,0.19626196011058145,0.09894827213133046,0.3436656682434379,0.5721,0.16666666666666666,0.9166666666666666,0.6982583333333333,0.3333333333333333,1.0,0.5899722101928717,0.2857142857142857,0.8,0.5396458333333333,0.46875,0.6354166666666667
aggregated_BottomLeft_yz,QRS,Angle,qrs_Angle,not_equal,False,5000,False,Healthy,8,12,0.6640385281692562,0.20856741298886292,0.985091650683592,0.2629098836267254,-0.7085766071724563,1.3074251478635683,2.434012889639173,-113.08545630911804,137.29646316568142,0.7002416666666667,0.25,1.0,0.6475333333333333,0.16666666666666666,1.0,0.6655736916625954,0.4,0.8181818181818182,0.5752229166666666,0.42708333333333337,0.71875
